,title,top_cast
41,Shadow of a Doubt,Clarence Muse
41,Shadow of a Doubt,Janet Shaw
41,Shadow of a Doubt,Estelle Jewell
41,Shadow of a Doubt,Bill Bates
41,Shadow of a Doubt,Virginia Brissac
41,Shadow of a Doubt,Frances Carson
41,Shadow of a Doubt,Earle S. Dewey
41,Shadow of a Doubt,Sarah Edwards
42,Nutty Professor II: The Klumps,Eddie Murphy
42,Nutty Professor II: The Klumps,Janet Jackson
42,Nutty Professor II: The Klumps,Larry Miller
42,Nutty Professor II: The Klumps,John Ales
42,Nutty Professor II: The Klumps,Richard Gant
42,Nutty Professor II: The Klumps,Anna Maria Horsford
42,Nutty Professor II: The Klumps,Melinda McGraw
42,Nutty Professor II: The Klumps,Jamal Mixon
42,Nutty Professor II: The Klumps,Gabriel Williams
42,Nutty Professor II: The Klumps,Chris Elliott
42,Nutty Professor II: The Klumps,Duffy Taylor
42,Nutty Professor II: The Klumps,Earl Boen
42,Nutty Professor II: The Klumps,Nikki Cox
42,Nutty Professor II: The Klumps,Freda Payne
42,Nutty Professor II: The Klumps,Sylvester Jenkins
42,Nutty Professor II: The Klumps,Wanda Sykes
42,Nutty Professor II: The Klumps,George King
42,Nutty Professor II: The Klumps,Charles Walker
43,Reign of Fire,Matthew McConaughey
43,Reign of Fire,Christian Bale
43,Reign of Fire,Izabella Scorupco
43,Reign of Fire,Gerard Butler
43,Reign of Fire,Scott Moutter
43,Reign of Fire,David Kennedy
43,Reign of Fire,Alexander Siddig
43,Reign of Fire,Ned Dennehy
43,Reign of Fire,Rory Keenan
43,Reign of Fire,Terence Maynard
43,Reign of Fire,Doug Cockle
43,Reign of Fire,Randall Carlton
43,Reign of Fire,Chris Kelly
43,Reign of Fire,Ben Thornton
43,Reign of Fire,Alice Krige
43,Reign of Fire,Malcolm Douglas
43,Reign of Fire,Dessie Gallagher
43,Reign of Fire,Martin Linnane
44,The Piano Teacher,Isabelle Huppert
44,The Piano Teacher,Annie Girardot
44,The Piano Teacher,Benoît Magimel
44,The Piano Teacher,Susanne Lothar
44,The Piano Teacher,Udo Samel
44,The Piano Teacher,Anna Sigalevitch
44,The Piano Teacher,Cornelia Köndgen
44,The Piano Teacher,Thomas Weinhappel
44,The Piano Teacher,Georg Friedrich
44,The Piano Teacher,Philipp Heiss
44,The Piano Teacher,William Mang
44,The Piano Teacher,Rudolf Melichar
44,The Piano Teacher,Michael Schottenberg
44,The Piano Teacher,Gabriele Schuchter
44,The Piano Teacher,Dieter Berner
44,The Piano Teacher,Volker Waldegg
44,The Piano Teacher,Martina Resetarits
44,The Piano Teacher,Annemarie Schleinzer
45,Lord of War,Nicolas Cage
45,Lord of War,Ethan Hawke
45,Lord of War,Jared Leto
45,Lord of War,Bridget Moynahan
45,Lord of War,Shake Tukhmanyan
45,Lord of War,Jean-Pierre Nshanian
45,Lord of War,Jared Burke
45,Lord of War,Eric Uys
45,Lord of War,David Shumbris
45,Lord of War,Stewart Morgan
45,Lord of War,Jasper Lenz
45,Lord of War,Stephen Gregor
45,Lord of War,Kobus Marx
45,Lord of War,Stephan De Abreu
45,Lord of War,Jeremy Crutchley
45,Lord of War,Ian Holm
45,Lord of War,Tanya Finch
45,Lord of War,Lize Jooste
46,Exodus: Gods and Kings,Christian Bale
46,Exodus: Gods and Kings,Joel Edgerton
46,Exodus: Gods and Kings,Ben Kingsley
46,Exodus: Gods and Kings,Sigourney Weaver
46,Exodus: Gods and Kings,John Turturro
46,Exodus: Gods and Kings,Aaron Paul
46,Exodus: Gods and Kings,Ben Mendelsohn
46,Exodus: Gods and Kings,María Valverde
46,Exodus: Gods and Kings,Isaac Andrews
46,Exodus: Gods and Kings,Hiam Abbass
46,Exodus: Gods and Kings,Indira Varma
46,Exodus: Gods and Kings,Ewen Bremner
46,Exodus: Gods and Kings,Golshifteh Farahani
46,Exodus: Gods and Kings,Ghassan Massoud
46,Exodus: Gods and Kings,Tara Fitzgerald
46,Exodus: Gods and Kings,Dar Salim
46,Exodus: Gods and Kings,Andrew Tarbet
46,Exodus: Gods and Kings,Ken Bones
47,Miller's Crossing,Gabriel Byrne
47,Miller's Crossing,Albert Finney
47,Miller's Crossing,John Turturro
47,Miller's Crossing,Marcia Gay Harden
47,Miller's Crossing,Jon Polito
47,Miller's Crossing,J.E. Freeman
47,Miller's Crossing,Mike Starr
47,Miller's Crossing,Al Mancini
47,Miller's Crossing,Richard Woods
47,Miller's Crossing,Tom Toner
47,Miller's Crossing,Steve Buscemi
47,Miller's Crossing,Mario Todisco
47,Miller's Crossing,Olek Krupa
47,Miller's Crossing,Michael Jeter
47,Miller's Crossing,Lanny Flaherty
47,Miller's Crossing,Jeanette Kontomitras
47,Miller's Crossing,Louis Charles Mounicou III
47,Miller's Crossing,John McConnell
48,The Descent,Shauna Macdonald
48,The Descent,Natalie Mendoza
48,The Descent,Alex Reid
48,The Descent,Saskia Mulder
48,The Descent,MyAnna Buring
48,The Descent,Nora-Jane Noone
48,The Descent,Oliver Milburn
48,The Descent,Molly Kayll
48,The Descent,Craig Conway
48,The Descent,Leslie Simpson
48,The Descent,Mark Cronfield
48,The Descent,Stephen Lamb
48,The Descent,Catherine Dyson
48,The Descent,Julie Ellis
48,The Descent,Sophie Trott
48,The Descent,Tristan Matthiae
48,The Descent,Stuart Luis
48,The Descent,Justin Hackney
49,The Irishman,Robert De Niro
49,The Irishman,Al Pacino
49,The Irishman,Joe Pesci
49,The Irishman,Harvey Keitel
49,The Irishman,Ray Romano
49,The Irishman,Bobby Cannavale
49,The Irishman,Anna Paquin
49,The Irishman,Stephen Graham
49,The Irishman,Stephanie Kurtzuba
49,The Irishman,Jack Huston
49,The Irishman,Kathrine Narducci
49,The Irishman,Jesse Plemons
49,The Irishman,Domenick Lombardozzi
49,The Irishman,Paul Herman
49,The Irishman,Gary Basaraba
49,The Irishman,Marin Ireland
49,The Irishman,Lucy Gallina
49,The Irishman,Jonathan Morris
50,The Girl with All the Gifts,Sennia Nanua
50,The Girl with All the Gifts,Fisayo Akinade
50,The Girl with All the Gifts,Dominique Tipper
50,The Girl with All the Gifts,Paddy Considine
50,The Girl with All the Gifts,Anamaria Marinca
50,The Girl with All the Gifts,Gemma Arterton
50,The Girl with All the Gifts,Anthony Welsh
50,The Girl with All the Gifts,Glenn Close
50,The Girl with All the Gifts,Grace McGee
50,The Girl with All the Gifts,Eli Lane
50,The Girl with All the Gifts,Joe Lomas
50,The Girl with All the Gifts,Connor Pratt
50,The Girl with All the Gifts,Will Brooks
50,The Girl with All the Gifts,Joel Sheldon
50,The Girl with All the Gifts,Tessa Morris
50,The Girl with All the Gifts,Ollie Hancock
50,The Girl with All the Gifts,Jamie-Lee Bernard
50,The Girl with All the Gifts,Aoife Campbell
51,An American Tail,Dom DeLuise
51,An American Tail,Christopher Plummer
51,An American Tail,Erica Yohn
51,An American Tail,Nehemiah Persoff
51,An American Tail,Amy Green
51,An American Tail,Phillip Glasser
51,An American Tail,John Finnegan
51,An American Tail,Will Ryan
51,An American Tail,Hal Smith
51,An American Tail,Pat Musick
51,An American Tail,Cathianne Blore
51,An American Tail,Neil Ross
51,An American Tail,Madeline Kahn
51,An American Tail,Alitzah
51,An American Tail,Betsy Cathcart
51,An American Tail,Johnny Guarnieri
51,An American Tail,Warren Hays
51,An American Tail,T. Daniel Hofstedt
52,Stargate,Kurt Russell
52,Stargate,James Spader
52,Stargate,Jaye Davidson
52,Stargate,Viveca Lindfors
52,Stargate,Alexis Cruz
52,Stargate,Mili Avital
52,Stargate,Leon Rippy
52,Stargate,John Diehl
52,Stargate,Carlos Lauchu
52,Stargate,Djimon Hounsou
52,Stargate,Erick Avari
52,Stargate,French Stewart
52,Stargate,Gianin Loffler
52,Stargate,Christopher John Fields
52,Stargate,Derek Webster
52,Stargate,Jack Moore
52,Stargate,Steve Giannelli
52,Stargate,David Pressman
53,Monster-in-Law,Jennifer Lopez
53,Monster-in-Law,Michael Vartan
53,Monster-in-Law,Jane Fonda
53,Monster-in-Law,Wanda Sykes
53,Monster-in-Law,Adam Scott
53,Monster-in-Law,Monet Mazur
53,Monster-in-Law,Annie Parisse
53,Monster-in-Law,Will Arnett
53,Monster-in-Law,Elaine Stritch
53,Monster-in-Law,Stephen Dunham
53,Monster-in-Law,Randee Heller
53,Monster-in-Law,Mark Moses
53,Monster-in-Law,Tomiko Fraser
53,Monster-in-Law,Rochelle Flexer
53,Monster-in-Law,Wayne Nickel
53,Monster-in-Law,Jenny Wade
53,Monster-in-Law,Bruce Gray
53,Monster-in-Law,Zach McLarty
54,Malena,Monica Bellucci
54,Malena,Giuseppe Sulfaro
54,Malena,Luciano Federico
54,Malena,Matilde Piana
54,Malena,Pietro Notarianni
54,Malena,Gaetano Aronica
54,Malena,Gilberto Idonea
54,Malena,Angelo Pellegrino
54,Malena,Gabriella Di Luzio
54,Malena,Pippo Provvidenti
54,Malena,Maria Terranova
54,Malena,Marcello Catalano
54,Malena,Elisa Morucci
54,Malena,Domenico Gennaro
54,Malena,Vitalba Andrea
54,Malena,Giuseppe Pattavina
54,Malena,Franco Catalano
54,Malena,Daniele Arena
55,The House Bunny,Anna Faris
55,The House Bunny,Colin Hanks
55,The House Bunny,Emma Stone
55,The House Bunny,Kat Dennings
55,The House Bunny,Hugh Hefner
55,The House Bunny,Christopher McDonald
55,The House Bunny,Beverly D'Angelo
55,The House Bunny,Katharine McPhee
55,The House Bunny,Rumer Willis
55,The House Bunny,Kiely Williams
55,The House Bunny,Dana Goodman
55,The House Bunny,Kimberly Makkouk
55,The House Bunny,Monet Mazur
55,The House Bunny,Tyson Ritter
55,The House Bunny,Sarah Wright
55,The House Bunny,Rachel Specter
55,The House Bunny,Owen Benjamin
55,The House Bunny,Holly Madison
56,They Live,Roddy Piper
56,They Live,Keith David
56,They Live,Meg Foster
56,They Live,George 'Buck' Flower
56,They Live,Peter Jason
56,They Live,Raymond St. Jacques
56,They Live,Jason Robards III
56,They Live,John Lawrence
56,They Live,Susan Barnes
56,They Live,Sy Richardson
56,They Live,Wendy Brainard
56,They Live,Lucille Meredith
56,They Live,Susan Blanchard
56,They Live,Norman Alden
56,They Live,Dana Bratton
56,They Live,John F. Goff
56,They Live,Thelma Lee
56,They Live,Stratton Leopold
57,Up in the Air,George Clooney
57,Up in the Air,Vera Farmiga
57,Up in the Air,Anna Kendrick
57,Up in the Air,Jason Bateman
57,Up in the Air,Amy Morton
57,Up in the Air,Melanie Lynskey
57,Up in the Air,J.K. Simmons
57,Up in the Air,Sam Elliott
57,Up in the Air,Danny McBride
57,Up in the Air,Zach Galifianakis
57,Up in the Air,Christopher Lowell
57,Up in the Air,Steve Eastin
57,Up in the Air,Marvin Young
57,Up in the Air,Cut Chemist
57,Up in the Air,Adrienne Lamping
57,Up in the Air,Meagan Flynn
57,Up in the Air,Dustin Miles
57,Up in the Air,Tamara Tungate
58,Scary Movie V,Simon Rex
58,Scary Movie V,Ashley Tisdale
58,Scary Movie V,Charlie Sheen
58,Scary Movie V,Lindsay Lohan
58,Scary Movie V,Gracie Whitton
58,Scary Movie V,Ava Kolker
58,Scary Movie V,Dylan Morris
58,Scary Movie V,Ryan Morris
58,Scary Movie V,Lidia Porto
58,Scary Movie V,Darrell Hammond
58,Scary Movie V,Snoop Dogg
58,Scary Movie V,Mac Miller
58,Scary Movie V,Erica Ash
58,Scary Movie V,J.P. Manoux
58,Scary Movie V,Molly Shannon
58,Scary Movie V,Josh Robert Thompson
58,Scary Movie V,Marisa Saks
58,Scary Movie V,Marianne Hammock
59,Marathon Man,Dustin Hoffman
59,Marathon Man,Laurence Olivier
59,Marathon Man,Roy Scheider
59,Marathon Man,William Devane
59,Marathon Man,Marthe Keller
59,Marathon Man,Fritz Weaver
59,Marathon Man,Richard Bright
59,Marathon Man,Marc Lawrence
59,Marathon Man,Allen Joseph
59,Marathon Man,Tito Goya
59,Marathon Man,Ben Dova
59,Marathon Man,Lou Gilbert
59,Marathon Man,Jacques Marin
59,Marathon Man,James Wing Woo
59,Marathon Man,Nicole Deslauriers
59,Marathon Man,Lotte Palfi Andor
59,Marathon Man,Lionel Pina
59,Marathon Man,Church Ortiz
60,Maid in Manhattan,Jennifer Lopez
60,Maid in Manhattan,Ralph Fiennes
60,Maid in Manhattan,Natasha Richardson
60,Maid in Manhattan,Stanley Tucci
60,Maid in Manhattan,Tyler Posey
60,Maid in Manhattan,Frances Conroy
60,Maid in Manhattan,Chris Eigeman
60,Maid in Manhattan,Amy Sedaris
60,Maid in Manhattan,Marissa Matrone
60,Maid in Manhattan,Priscilla Lopez
60,Maid in Manhattan,Bob Hoskins
60,Maid in Manhattan,Lisa Roberts Gillan
60,Maid in Manhattan,Maddie Corman
60,Maid in Manhattan,Sharon Wilkins
60,Maid in Manhattan,Jayne Houdyshell
60,Maid in Manhattan,Marilyn Torres
60,Maid in Manhattan,Lou Ferguson
60,Maid in Manhattan,Di Quon
61,Jigsaw,Matt Passmore
61,Jigsaw,Tobin Bell
61,Jigsaw,Callum Keith Rennie
61,Jigsaw,Hannah Emily Anderson
61,Jigsaw,Clé Bennett
61,Jigsaw,Laura Vandervoort
61,Jigsaw,Paul Braunstein
61,Jigsaw,Mandela Van Peebles
61,Jigsaw,Brittany Allen
61,Jigsaw,Josiah Black
61,Jigsaw,Edward Ruttle
61,Jigsaw,Michael Boisvert
61,Jigsaw,Sam Koules
61,Jigsaw,Troy Feldman
61,Jigsaw,Shaquan Lewis
61,Jigsaw,Esther Thibault
61,Jigsaw,Lauren Beatty
61,Jigsaw,Nadine Whiteman Roden
62,Face/Off,John Travolta
62,Face/Off,Nicolas Cage
62,Face/Off,Joan Allen
62,Face/Off,Alessandro Nivola
62,Face/Off,Gina Gershon
62,Face/Off,Dominique Swain
62,Face/Off,Nick Cassavetes
62,Face/Off,Harve Presnell
62,Face/Off,Colm Feore
62,Face/Off,John Carroll Lynch
62,Face/Off,CCH Pounder
62,Face/Off,Robert Wisdom
62,Face/Off,Margaret Cho
62,Face/Off,James Denton
62,Face/Off,Matt Ross
62,Face/Off,Chris Bauer
62,Face/Off,Myles Jeffrey
62,Face/Off,David McCurley
63,Grown Ups 2,Adam Sandler
63,Grown Ups 2,Kevin James
63,Grown Ups 2,Chris Rock
63,Grown Ups 2,David Spade
63,Grown Ups 2,Salma Hayek
63,Grown Ups 2,Maya Rudolph
63,Grown Ups 2,Maria Bello
63,Grown Ups 2,Nick Swardson
63,Grown Ups 2,Steve Buscemi
63,Grown Ups 2,Colin Quinn
63,Grown Ups 2,Tim Meadows
63,Grown Ups 2,Jon Lovitz
63,Grown Ups 2,Shaquille O'Neal
63,Grown Ups 2,Alexander Ludwig
63,Grown Ups 2,Georgia Engel
63,Grown Ups 2,Peter Dante
63,Grown Ups 2,Oliver Hudson
63,Grown Ups 2,Allen Covert
64,Despicable Me,Steve Carell
64,Despicable Me,Jason Segel
64,Despicable Me,Russell Brand
64,Despicable Me,Julie Andrews
64,Despicable Me,Will Arnett
64,Despicable Me,Kristen Wiig
64,Despicable Me,Miranda Cosgrove
64,Despicable Me,Dana Gaier
64,Despicable Me,Elsie Fisher
64,Despicable Me,Pierre Coffin
64,Despicable Me,Chris Renaud
64,Despicable Me,Jemaine Clement
64,Despicable Me,Jack McBrayer
64,Despicable Me,Danny McBride
64,Despicable Me,Mindy Kaling
64,Despicable Me,Rob Huebel
64,Despicable Me,Ken Daurio
64,Despicable Me,Ken Jeong
65,Revolutionary Road,Leonardo DiCaprio
65,Revolutionary Road,Kate Winslet
65,Revolutionary Road,Christopher Fitzgerald
65,Revolutionary Road,Jonathan Roumie
65,Revolutionary Road,Neal Bledsoe
65,Revolutionary Road,Marin Ireland
65,Revolutionary Road,Samantha Soule
65,Revolutionary Road,Heidi Armbruster
65,Revolutionary Road,Sam Rosen
65,Revolutionary Road,Maria Rusolo
65,Revolutionary Road,Gena Oppenheim
65,Revolutionary Road,Kathryn Dunn
65,Revolutionary Road,Joe Komara
65,Revolutionary Road,Allison Twyford
65,Revolutionary Road,David Harbour
65,Revolutionary Road,John Ottavino
65,Revolutionary Road,Adam Mucci
65,Revolutionary Road,Jo Twiss
66,Chicken Little,Zach Braff
66,Chicken Little,Joan Cusack
66,Chicken Little,Garry Marshall
66,Chicken Little,Don Knotts
66,Chicken Little,Patrick Stewart
66,Chicken Little,Amy Sedaris
66,Chicken Little,Steve Zahn
66,Chicken Little,Wallace Shawn
66,Chicken Little,Harry Shearer
66,Chicken Little,Fred Willard
66,Chicken Little,Catherine O'Hara
66,Chicken Little,Patrick Warburton
66,Chicken Little,Adam West
66,Chicken Little,Mark Walton
66,Chicken Little,Mark Dindal
66,Chicken Little,Dan Molina
66,Chicken Little,Joe Whyte
66,Chicken Little,Sean Elmore
67,Just Go with It,Adam Sandler
67,Just Go with It,Jennifer Aniston
67,Just Go with It,Brooklyn Decker
67,Just Go with It,Nicole Kidman
67,Just Go with It,Nick Swardson
67,Just Go with It,Bailee Madison
67,Just Go with It,Griffin Gluck
67,Just Go with It,Dave Matthews
67,Just Go with It,Kevin Nealon
67,Just Go with It,Rachel Dratch
67,Just Go with It,Allen Covert
67,Just Go with It,Dan Patrick
67,Just Go with It,Minka Kelly
67,Just Go with It,Jackie Sandler
67,Just Go with It,Rakefet Abergel
67,Just Go with It,Dana Goodman
67,Just Go with It,Julia Lea Wolov
67,Just Go with It,Colby Kline
68,Logan's Run,Michael York
68,Logan's Run,Jenny Agutter
68,Logan's Run,Richard Jordan
68,Logan's Run,Roscoe Lee Browne
68,Logan's Run,Farrah Fawcett
68,Logan's Run,Michael Anderson Jr.
68,Logan's Run,Peter Ustinov
68,Logan's Run,Randolph Roberts
68,Logan's Run,Lara Lindsay
68,Logan's Run,Gary Morgan
68,Logan's Run,Michelle Stacy
68,Logan's Run,Laura Hippe
68,Logan's Run,David Westberg
68,Logan's Run,Camilla Carr
68,Logan's Run,Greg Lewis
68,Logan's Run,Ashley Cox
68,Logan's Run,Bill Couch
68,Logan's Run,Glenn R. Wilder
69,After Hours,Griffin Dunne
69,After Hours,Rosanna Arquette
69,After Hours,Verna Bloom
69,After Hours,Tommy Chong
69,After Hours,Linda Fiorentino
69,After Hours,Teri Garr
69,After Hours,John Heard
69,After Hours,Cheech Marin
69,After Hours,Catherine O'Hara
69,After Hours,Dick Miller
69,After Hours,Will Patton
69,After Hours,Robert Plunket
69,After Hours,Bronson Pinchot
69,After Hours,Rocco Sisto
69,After Hours,Larry Block
69,After Hours,Victor Argo
69,After Hours,Murray Moston
69,After Hours,John P. Codiglia
70,1984,John Hurt
70,1984,Richard Burton
70,1984,Suzanna Hamilton
70,1984,Cyril Cusack
70,1984,Gregor Fisher
70,1984,James Walker
70,1984,Andrew Wilde
70,1984,David Trevena
70,1984,David Cann
70,1984,Anthony Benson
70,1984,Peter Frye
70,1984,Roger Lloyd Pack
70,1984,Rupert Baderman
70,1984,Corinna Seddon
70,1984,Martha Parsey
70,1984,Merelina Kendall
70,1984,P.J. Nicholas
70,1984,Lynne Radford
71,Like Stars on Earth,Darsheel Safary
71,Like Stars on Earth,Aamir Khan
71,Like Stars on Earth,Tisca Chopra
71,Like Stars on Earth,Vipin Sharma
71,Like Stars on Earth,Sachet Engineer
71,Like Stars on Earth,Tanay Chheda
71,Like Stars on Earth,Lalitha Lajmi
71,Like Stars on Earth,Girija Oak
71,Like Stars on Earth,Ravi Khanvilkar
71,Like Stars on Earth,Pratima Kulkarni
71,Like Stars on Earth,Meghna Malik
71,Like Stars on Earth,Sonali Sachdev
71,Like Stars on Earth,Sanjay Dadich
71,Like Stars on Earth,Rajgopal Iyer
71,Like Stars on Earth,Bugs Bhargava Krishna
71,Like Stars on Earth,Shankar Sachdev
71,Like Stars on Earth,M.K. Raina
71,Like Stars on Earth,Gurkirtan
72,Gerald's Game,Carla Gugino
72,Gerald's Game,Bruce Greenwood
72,Gerald's Game,Chiara Aurelia
72,Gerald's Game,Carel Struycken
72,Gerald's Game,Henry Thomas
72,Gerald's Game,Kate Siegel
72,Gerald's Game,Adalyn Jones
72,Gerald's Game,Bryce Harper
72,Gerald's Game,Gwendolyn Mulamba
72,Gerald's Game,James Flanagan
72,Gerald's Game,Dori Lumpkin
72,Gerald's Game,Natalie Roers
72,Gerald's Game,Nikia Reynolds
72,Gerald's Game,Bill Riales
72,Gerald's Game,Chuck Borden
72,Gerald's Game,Mike McGill
72,Gerald's Game,Charles Dube
72,Gerald's Game,Roach
73,Neon Genesis Evangelion: The End of Evangelion,Megumi Ogata
73,Neon Genesis Evangelion: The End of Evangelion,Megumi Hayashibara
73,Neon Genesis Evangelion: The End of Evangelion,Yûko Miyamura
73,Neon Genesis Evangelion: The End of Evangelion,Kotono Mitsuishi
73,Neon Genesis Evangelion: The End of Evangelion,Yuriko Yamaguchi
73,Neon Genesis Evangelion: The End of Evangelion,Fumihiko Tachiki
73,Neon Genesis Evangelion: The End of Evangelion,Akira Ishida
73,Neon Genesis Evangelion: The End of Evangelion,Motomu Kiyokawa
73,Neon Genesis Evangelion: The End of Evangelion,Mugihito
73,Neon Genesis Evangelion: The End of Evangelion,Takehito Koyasu
73,Neon Genesis Evangelion: The End of Evangelion,Hiro Yûki
73,Neon Genesis Evangelion: The End of Evangelion,Miki Nagasawa
73,Neon Genesis Evangelion: The End of Evangelion,Spike Spencer
73,Neon Genesis Evangelion: The End of Evangelion,Amanda Winn Lee
73,Neon Genesis Evangelion: The End of Evangelion,Tiffany Grant
73,Neon Genesis Evangelion: The End of Evangelion,Allison Keith-Shipp
73,Neon Genesis Evangelion: The End of Evangelion,Sue Ulu
73,Neon Genesis Evangelion: The End of Evangelion,Tristan MacAvery
74,Secretary,James Spader
74,Secretary,Maggie Gyllenhaal
74,Secretary,Jeremy Davies
74,Secretary,Lesley Ann Warren
74,Secretary,Stephen McHattie
74,Secretary,Patrick Bauchau
74,Secretary,Jessica Tuck
74,Secretary,Oz Perkins
74,Secretary,Amy Locane
74,Secretary,Mary Joy
74,Secretary,Michael Mantell
74,Secretary,Lily Knight
74,Secretary,Sabrina Grdevich
74,Secretary,Lacey Kohl
74,Secretary,Julene Renee
74,Secretary,Lauren Cohn
74,Secretary,Ezra Buzzington
74,Secretary,Kyle Colerider-Krugh
75,The Promise,Oscar Isaac
75,The Promise,Charlotte Le Bon
75,The Promise,Christian Bale
75,The Promise,Daniel Giménez Cacho
75,The Promise,Shohreh Aghdashloo
